"행정구역","2024년04월_남_총인구수","2024년04월_남_연령구간인구수","2024년04월_남_0~9세","2024년04월_남_10~19세","2024년04월_남_20~29세","2024년04월_남_30~39세","2024년04월_남_40~49세","2024년04월_남_50~59세","2024년04월_남_60~69세","2024년04월_남_70~79세","2024년04월_남_80~89세","2024년04월_남_90~99세","2024년04월_남_100세 이상","2024년04월_여_총인구수","2024년04월_여_연령구간인구수","2024년04월_여_0~9세","2024년04월_여_10~19세","2024년04월_여_20~29세","2024년04월_여_30~39세","2024년04월_여_40~49세","2024년04월_여_50~59세","2024년04월_여_60~69세","2024년04월_여_70~79세","2024년04월_여_80~89세","2024년04월_여_90~99세","2024년04월_여_100세 이상"
"전라남도 여수시 충무동(4613060000)","1,776","1,776","33","92","156","129","215","334","358","311","139","9","0","1,737","1,737","27","76","130","100","119","238","377","402","233","33","2"
"전라남도 여수시 광림동(4613062500)","2,848","2,848","73","163","290","252","365","506","581","437","174","7","0","2,609","2,609","44","106","197","168","247","393","630","538","245","40","1"
"전라남도 여수시 서강동(4613063500)","1,872","1,872","65","86","207","188","251","285","371","278","131","10","0","1,913","1,913","65","105","197","133","192","242","448","330","159","41","1"
"전라남도 여수시 대교동(4613065500)","2,373","2,373","60","95","198","174","286","460","499","397","196","8","0","2,323","2,323","51","104","139","150","195","285","562","531","260","46","0"
"전라남도 여수시 국동(4613067000)","5,188","5,188","237","414","522","529","706","873","1,010","646","237","13","1","5,138","5,138","220","377","369","380","602","834","1,216","738","364","34","4"
"전라남도 여수시 월호동(4613068500)","3,577","3,577","223","314","363","349","484","594","676","427","140","7","0","3,627","3,627","207","298","312","340","464","555","755","457","211","27","1"
"전라남도 여수시 여서동(4613070000)","8,010","8,010","328","715","1,065","848","1,126","1,428","1,458","759","264","19","0","8,331","8,331","389","719","818","697","1,064","1,482","1,735","852","486","89","0"
"전라남도 여수시 문수동(4613071000)","9,660","9,660","670","1,004","1,199","1,008","1,537","1,750","1,426","802","246","18","0","9,490","9,490","606","989","950","895","1,497","1,642","1,482","886","456","82","5"
"전라남도 여수시 미평동(4613073000)","6,106","6,106","259","502","1,026","648","855","1,157","1,011","482","151","15","0","5,219","5,219","227","471","616","445","663","1,002","897","540","315","42","1"
"전라남도 여수시 둔덕동(4613074000)","4,833","4,833","252","512","741","492","640","987","753","365","86","5","0","4,751","4,751","258","486","568","396","689","968","804","394","164","24","0"
"전라남도 여수시 만덕동(4613076500)","5,155","5,155","404","504","549","587","842","797","777","497","181","17","0","5,062","5,062","417","493","414","533","753","730","856","529","281","55","1"
"전라남도 여수시 쌍봉동(4613078000)","16,238","16,238","1,095","1,709","2,582","2,126","2,318","3,140","2,128","856","267","17","0","15,481","15,481","1,057","1,714","1,945","1,772","2,493","2,988","2,091","888","437","91","5"
"전라남도 여수시 시전동(4613079000)","21,776","21,776","2,496","2,687","2,747","3,251","3,692","3,603","2,253","818","213","16","0","21,716","21,716","2,449","2,481","2,342","3,194","3,879","3,652","2,304","869","452","89","5"
"전라남도 여수시 여천동(4613080000)","10,435","10,435","413","799","1,574","1,367","1,438","2,166","1,749","692","213","20","4","9,172","9,172","412","774","1,111","756","1,155","1,960","1,671","775","456","98","4"
"전라남도 여수시 주삼동(4613081000)","3,980","3,980","330","568","497","474","721","723","375","211","74","7","0","3,730","3,730","316","515","382","414","744","544","383","252","148","32","0"
"전라남도 여수시 삼일동(4613082000)","1,135","1,135","19","47","132","87","98","255","282","152","60","3","0","937","937","14","37","62","52","65","162","222","155","135","33","0"
"전라남도 여수시 묘도동(4613083000)","564","564","5","21","51","33","54","145","130","71","47","7","0","525","525","6","30","34","15","22","81","111","104","96","25","1"
"전라남도 순천시 (4615000000)","138,512","138,512","10,132","14,672","17,949","16,665","19,870","24,644","20,687","9,506","3,969","414","4","138,830","138,830","9,610","13,703","14,909","15,307","20,268","24,598","20,383","10,734","7,702","1,568","48"
"전라남도 순천시 승주읍(4615025000)","1,233","1,233","28","34","77","66","86","253","356","196","119","18","0","1,250","1,250","15","42","49","49","67","153","303","215","304","53","0"
"전라남도 순천시 해룡면(4615031000)","2,188","2,188","40","88","165","146","198","480","566","325","160","20","0","2,041","2,041","42","67","111","93","125","323","468","360","362","89","1"
"전라남도 순천시 해룡면상삼출장소(4615031500)","9,275","9,275","648","1,217","1,585","1,249","1,379","1,858","1,016","228","87","8","0","9,376","9,376","631","1,034","1,362","1,122","1,590","2,131","933","321","214","37","1"
"전라남도 순천시 해룡면신대출장소(4615031600)","16,796","16,796","2,560","2,852","1,719","2,732","3,566","2,222","857","240","40","8","0","16,264","16,264","2,443","2,646","1,385","2,881","3,724","1,914","861","248","118","44","0"
"전라남도 순천시 서면(4615032000)","7,797","7,797","666","682","743","1,085","1,068","1,388","1,287","613","243","22","0","7,629","7,629","550","638","681","989","1,014","1,236","1,159","723","526","112","1"
"전라남도 순천시 황전면(4615033000)","1,385","1,385","14","36","66","52","107","264","364","308","153","20","1","1,316","1,316","9","37","40","32","45","155","322","294","311","69","2"
"전라남도 순천시 월등면(4615034000)","799","799","11","18","41","32","64","151","262","142","67","11","0","863","863","16","23","36","33","44","111","211","166","188","33","2"
"전라남도 순천시 주암면(4615035000)","1,482","1,482","26","52","71","77","114","269","407","272","170","23","1","1,440","1,440","18","39","51","48","50","159","375","288","335","75","2"
"전라남도 순천시 송광면(4615036000)","743","743","7","14","30","31","62","153","218","141","81","6","0","652","652","2","10","17","16","27","88","145","126","185","34","2"
"전라남도 순천시 외서면(4615037000)","391","391","7","9","24","18","23","80","106","80","42","2","0","390","390","5","9","9","9","17","39","96","66","113","27","0"
"전라남도 순천시 낙안면(4615038000)","1,422","1,422","31","63","78","58","112","229","408","287","140","15","1","1,511","1,511","27","51","63","62","64","210","353","312","303","61","5"
"전라남도 순천시 별량면(4615039000)","2,660","2,660","52","120","198","142","232","512","696","431","242","34","1","2,616","2,616","46","107","127","103","141","389","574","469","542","116","2"
"전라남도 순천시 상사면(4615040000)","1,419","1,419","38","61","138","86","105","278","393","192","114","14","0","1,391","1,391","18","47","97","71","86","262","331","201","221","52","5"
"전라남도 순천시 향동(4615051500)","1,600","1,600","44","119","157","137","177","259","336","262","104","5","0","1,663","1,663","57","110","108","91","155","220","343","321","218","39","1"
"전라남도 순천시 매곡동(4615054000)","3,164","3,164","209","254","531","375","394","486","438","300","162","15","0","3,282","3,282","206","234","491","363","359","471","486","384","252","36","0"
"전라남도 순천시 삼산동(4615055000)","14,376","14,376","1,152","1,453","2,281","1,918","1,978","2,328","2,037","905","287","37","0","14,780","14,780","1,058","1,463","1,810","1,838","2,135","2,620","2,216","1,006","503","127","4"
"전라남도 순천시 조곡동(4615056000)","3,644","3,644","242","333","421","474","477","686","573","276","153","9","0","3,631","3,631","234","311","376","421","490","605","602","356","195","39","2"
"전라남도 순천시 덕연동(4615057000)","20,340","20,340","1,199","2,333","3,001","2,232","2,929","3,872","3,164","1,203","376","31","0","20,553","20,553","1,184","2,186","2,475","2,022","3,080","4,249","3,324","1,264","635","131","3"
"전라남도 순천시 풍덕동(4615058000)","3,478","3,478","142","269","388","325","452","567","695","406","219","15","0","3,507","3,507","113","221","331","281","363","570","736","543","303","46","0"
"전라남도 순천시 남제동(4615059000)","4,001","4,001","123","290","453","360","478","751","790","511","228","17","0","3,862","3,862","104","232","317","310","354","668","874","636","315","52","0"
"전라남도 순천시 저전동(4615060000)","1,260","1,260","42","73","124","138","149","193","235","197","103","6","0","1,304","1,304","35","72","114","96","116","186","288","236","142","19","0"
"전라남도 순천시 장천동(4615061000)","1,032","1,032","18","35","97","89","135","205","246","142","59","6","0","886","886","16","29","82","57","81","145","216","158","79","21","2"
"전라남도 순천시 중앙동(4615062000)","1,346","1,346","40","69","153","147","151","256","266","181","75","8","0","1,278","1,278","32","57","113","109","136","211","286","197","118","19","0"
"전라남도 순천시 도사동(4615063500)","8,620","8,620","737","943","963","991","1,384","1,511","1,264","585","219","23","0","8,625","8,625","757","873","785","932","1,396","1,448","1,276","599","456","96","7"
"전라남도 순천시 왕조1동(4615066100)","19,462","19,462","1,472","2,222","2,986","2,607","2,833","3,663","2,598","810","244","27","0","19,877","19,877","1,413","2,125","2,668","2,273","3,165","4,047","2,560","913","598","110","5"
"전라남도 순천시 왕조2동(4615066500)","8,599","8,599","584","1,033","1,459","1,098","1,217","1,730","1,109","273","82","14","0","8,843","8,843","579","1,040","1,211","1,006","1,444","1,988","1,045","332","166","31","1"
"전라남도 나주시 (4617000000)","59,125","59,125","4,549","5,251","5,790","7,289","9,064","9,747","9,592","5,141","2,442","252","8","57,918","57,918","4,296","4,902","5,240","6,872","7,791","7,924","8,781","6,032","5,047","1,002","31"
"전라남도 나주시 남평읍(4617025000)","5,873","5,873","463","435","488","634","937","999","1,102","577","219","18","1","5,896","5,896","444","436","396","661","771","917","1,079","627","462","100","3"
"전라남도 나주시 세지면(4617031000)","1,239","1,239","10","58","94","58","122","236","332","201","114","14","0","1,161","1,161","11","45","66","40","59","149","260","239","239","51","2"
"전라남도 나주시 왕곡면(4617032000)","1,394","1,394","22","44","109","88","123","303","357","218","115","15","0","1,245","1,245","17","34","82","43","74","165","302","215","253","60","0"
"전라남도 나주시 반남면(4617033000)","642","642","11","12","34","42","62","124","179","107","62","9","0","645","645","8","11","23","18","28","90","143","140","154","30","0"
"전라남도 나주시 공산면(4617034000)","1,111","1,111","30","68","69","57","115","213","271","178","105","5","0","1,053","1,053","27","59","40","41","67","122","232","202","228","32","3"
"전라남도 나주시 동강면(4617035000)","1,150","1,150","18","33","69","54","105","226","306","206","116","17","0","1,152","1,152","21","30","55","40","46","140","269","242","250","59","0"
"전라남도 나주시 다시면(4617036000)","1,715","1,715","21","68","95","110","176","315","487","270","160","12","1","1,672","1,672","23","58","78","75","87","230","389","329","338","61","4"
"전라남도 나주시 문평면(4617037000)","913","913","7","17","55","53","72","167","290","143","97","12","0","882","882","7","21","29","24","38","110","225","156","221","48","3"
"전라남도 나주시 노안면(4617038000)","2,242","2,242","36","70","135","133","202","452","649","364","175","25","1","2,024","2,024","24","42","95","76","98","298","520","394","386","88","3"
"전라남도 나주시 금천면(4617039000)","3,531","3,531","211","234","353","534","472","594","622","336","164","11","0","3,306","3,306","216","198","322","445","393","454","552","376","297","52","1"
"전라남도 나주시 산포면(4617040000)","1,678","1,678","27","61","133","117","184","364","419","249","110","13","1","1,487","1,487","18","58","102","73","98","216","361","263","252","45","1"
"전라남도 나주시 다도면(4617042000)","917","917","7","36","45","47","72","195","284","142","80","9","0","859","859","13","30","31","37","39","122","203","158","187","38","1"
"전라남도 나주시 봉황면(4617043000)","2,079","2,079","28","74","155","97","193","391","609","332","183","16","1","1,836","1,836","23","54","82","81","89","219","457","398","362","67","4"
"전라남도 나주시 송월동(4617051000)","3,955","3,955","242","419","605","574","572","744","482","207","96","14","0","3,925","3,925","239","366","522","436","575","679","520","332","219","35","2"
"전라남도 나주시 영강동(4617052000)","1,285","1,285","51","82","147","145","173","257","241","126","58","5","0","1,276","1,276","49","78","115","105","152","222","254","166","110","25","0"
"전라남도 나주시 금남동(4617054000)","2,247","2,247","101","172","242","166","251","421","452","269","158","15","0","2,241","2,241","69","112","199","160","207","388","424","391","250","41","0"
"전라남도 나주시 성북동(4617055000)","4,165","4,165","247","473","658","376","596","750","617","309","127","12","0","4,137","4,137","245","416","498","374","588","691","626","403","246","49","1"
"전라남도 나주시 영산동(4617058000)","1,456","1,456","35","71","101","97","165","267","359","227","117","16","1","1,386","1,386","24","66","85","67","101","194","298","265","232","54","0"
"전라남도 나주시 이창동(4617060000)","1,749","1,749","53","85","186","157","238","341","366","240","75","8","0","1,501","1,501","50","85","142","102","139","217","299","249","178","39","1"
"전라남도 나주시 빛가람동(4617062000)","19,784","19,784","2,929","2,739","2,017","3,750","4,234","2,388","1,168","440","111","6","2","20,234","20,234","2,768","2,703","2,278","3,974","4,142","2,301","1,368","487","183","28","2"
"전라남도 광양시 (4623000000)","80,033","80,033","5,743","7,947","10,224","10,167","12,011","16,139","11,450","4,495","1,690","166","1","72,737","72,737","5,543","7,618","7,313","8,399","10,697","14,159","10,091","4,717","3,398","773","29"
"전라남도 광양시 광양읍(4623025000)","24,672","24,672","1,700","2,565","2,923","2,747","3,929","4,762","3,814","1,610","568","54","0","23,393","23,393","1,633","2,468","2,350","2,500","3,530","4,249","3,476","1,737","1,179","262","9"
"전라남도 광양시 봉강면(4623031000)","1,043","1,043","32","40","88","73","93","214","273","135","83","11","1","980","980","15","36","69","52","63","162","230","158","153","41","1"
"전라남도 광양시 옥룡면(4623032000)","1,475","1,475","33","53","116","73","106","313","426","209","132","14","0","1,446","1,446","21","49","87","63","98","232","329","250","256","58","3"
"전라남도 광양시 옥곡면(4623033000)","2,500","2,500","127","128","269","285","240","560","506","256","117","12","0","2,382","2,382","118","122","221","217","224","543","427","251","214","43","2"
"전라남도 광양시 진상면(4623034000)","1,286","1,286","18","44","78","57","101","288","332","219","136","13","0","1,255","1,255","15","38","46","43","60","207","272","251","257","66","0"
"전라남도 광양시 진월면(4623035000)","1,294","1,294","28","28","84","68","134","246","314","247","129","16","0","1,281","1,281","24","38","59","58","68","149","293","284","239","65","4"
"전라남도 광양시 다압면(4623036000)","826","826","14","33","55","30","68","174","251","115","78","8","0","826","826","11","32","28","39","46","116","220","153","155","25","1"
"전라남도 광양시 골약동(4623051500)","4,142","4,142","773","353","328","1,086","689","422","267","142","69","13","0","3,750","3,750","778","292","280","1,003","554","310","217","146","134","34","2"
"전라남도 광양시 중마동(4623053000)","30,487","30,487","2,477","3,627","4,399","4,400","5,185","6,369","3,051","742","222","15","0","27,069","27,069","2,374","3,498","3,150","3,560","4,820","5,775","2,554","807","432","94","5"
"전라남도 광양시 광영동(4623054000)","5,715","5,715","256","512","672","595","787","1,428","1,049","334","79","3","0","5,011","5,011","272","488","487","395","645","1,158","994","330","196","45","1"
"전라남도 광양시 금호동(4623055000)","5,727","5,727","270","522","1,108","683","569","1,182","968","380","41","4","0","4,651","4,651","268","523","499","432","533","1,147","912","231","86","20","0"
"전라남도 광양시 태인동(4623057000)","866","866","15","42","104","70","110","181","199","106","36","3","0","693","693","14","34","37","37","56","111","167","119","97","20","1"
"전라남도 담양군 (4671000000)","22,778","22,778","933","1,478","2,142","1,711","2,549","4,407","5,071","2,889","1,443","150","5","22,229","22,229","961","1,350","1,527","1,609","2,097","3,543","4,450","3,171","2,958","538","25"
"전라남도 담양군 담양읍(4671025000)","7,584","7,584","505","679","846","755","1,040","1,321","1,300","745","359","33","1","7,577","7,577","562","591","640","782","932","1,211","1,216","836","677","123","7"
"전라남도 담양군 봉산면(4671031000)","1,359","1,359","47","44","90","96","162","254","345","189","120","11","1","1,258","1,258","41","40","77","77","90","196","272","235","184","46","0"
"전라남도 담양군 고서면(4671032000)","1,480","1,480","30","61","119","104","128","280","394","253","102","8","1","1,471","1,471","39","78","81","80","96","241","363","250","202","41","0"
"전라남도 담양군 가사문학면(4671033500)","594","594","7","16","37","24","51","129","176","88","58","8","0","585","585","12","20","31","27","35","108","137","90","103","21","1"
"전라남도 담양군 창평면(4671034000)","1,798","1,798","45","110","138","115","169","367","448","253","139","14","0","1,710","1,710","40","115","99","95","128","260","387","289","251","45","1"
"전라남도 담양군 대덕면(4671035000)","954","954","21","53","81","55","74","202","273","121","70","4","0","910","910","25","35","66","46","66","160","216","129","145","21","1"
"전라남도 담양군 무정면(4671036000)","1,246","1,246","27","38","213","75","96","215","297","179","97","9","0","1,117","1,117","32","29","56","58","66","147","261","209","211","47","1"
"전라남도 담양군 금성면(4671037000)","1,233","1,233","21","48","88","68","138","248","309","192","105","16","0","1,206","1,206","29","37","69","55","87","162","296","195","231","40","5"
"전라남도 담양군 용면(4671038000)","872","872","28","26","49","50","91","180","215","154","70","8","1","882","882","17","32","57","45","69","142","203","159","136","20","2"
"전라남도 담양군 월산면(4671039000)","1,186","1,186","35","56","79","72","106","256","300","176","98","7","1","1,108","1,108","28","54","46","83","88","174","231","203","169","30","2"
"전라남도 담양군 수북면(4671040000)","2,443","2,443","102","186","234","163","269","512","561","289","110","17","0","2,321","2,321","69","141","184","135","246","418","469","287","319","50","3"
"전라남도 담양군 대전면(4671041000)","2,029","2,029","65","161","168","134","225","443","453","250","115","15","0","2,084","2,084","67","178","121","126","194","324","399","289","330","54","2"
"전라남도 곡성군 (4672000000)","13,286","13,286","391","881","1,074","808","1,386","2,561","3,158","1,823","1,059","145","0","13,483","13,483","374","741","858","714","1,150","2,054","2,672","2,096","2,292","515","17"
"전라남도 곡성군 곡성읍(4672025000)","3,646","3,646","166","325","334","287","473","679","701","430","213","38","0","3,870","3,870","177","304","279","286","459","600","674","516","468","104","3"
"전라남도 곡성군 오곡면(4672031000)","880","880","19","59","60","41","96","159","230","126","83","7","0","900","900","18","46","48","28","55","128","181","176","188","31","1"
"전라남도 곡성군 삼기면(4672032000)","801","801","10","38","54","36","60","148","223","136","84","12","0","827","827","11","25","35","32","43","118","171","154","187","49","2"
"전라남도 곡성군 석곡면(4672033000)","1,048","1,048","24","55","62","52","81","201","290","157","108","18","0","1,159","1,159","21","34","58","44","84","169","240","195","250","62","2"
"전라남도 곡성군 목사동면(4672034000)","666","666","9","25","33","32","50","130","192","121","69","5","0","654","654","3","15","27","25","33","83","159","116","164","29","0"
"전라남도 곡성군 죽곡면(4672035000)","927","927","21","38","71","37","58","171","257","170","94","10","0","942","942","16","20","51","43","54","151","217","160","183","45","2"
"전라남도 곡성군 고달면(4672036000)","577","577","14","17","37","40","47","100","162","82","71","7","0","546","546","7","21","28","21","19","75","117","111","115","32","0"
"전라남도 곡성군 옥과면(4672037000)","2,027","2,027","63","179","227","148","257","383","410","224","119","17","0","1,952","1,952","71","159","173","124","210","319","364","259","230","40","3"
"전라남도 곡성군 입면(4672038000)","1,171","1,171","24","75","103","59","130","279","267","138","81","15","0","1,111","1,111","23","58","75","48","87","181","209","171","207","51","1"
"전라남도 곡성군 겸면(4672039000)","784","784","12","41","38","41","79","166","209","115","72","11","0","824","824","11","36","44","37","49","120","169","139","173","43","3"
"전라남도 곡성군 오산면(4672040000)","759","759","29","29","55","35","55","145","217","124","65","5","0","698","698","16","23","40","26","57","110","171","99","127","29","0"
"전라남도 구례군 (4673000000)","11,809","11,809","396","815","901","651","1,246","2,405","2,754","1,641","897","102","1","12,356","12,356","410","774","682","646","1,092","1,955","2,509","1,935","1,972","373","8"
"전라남도 구례군 구례읍(4673025000)","4,953","4,953","233","456","484","342","614","973","960","585","273","33","0","5,236","5,236","254","441","385","344","621","884","950","692","552","112","1"
"전라남도 구례군 문척면(4673031000)","672","672","21","37","44","25","63","140","193","82","63","4","0","625","625","15","30","24","30","38","116","133","105","115","17","2"
"전라남도 구례군 간전면(4673032000)","706","706","14","25","37","32","67","156","174","115","79","7","0","718","718","15","36","39","26","42","102","158","130","142","27","1"
"전라남도 구례군 토지면(4673033000)","1,212","1,212","26","62","63","48","101","258","365","172","94","22","1","1,237","1,237","19","49","49","53","74","211","320","187","230","44","1"
"전라남도 구례군 마산면(4673034000)","1,191","1,191","27","89","88","51","139","244","286","167","90","10","0","1,246","1,246","25","77","61","57","103","181","269","213","212","47","1"
"전라남도 구례군 광의면(4673035000)","1,037","1,037","31","42","58","51","86","197","262","187","113","10","0","1,119","1,119","22","47","34","49","54","144","232","218","273","45","1"
"전라남도 구례군 용방면(4673036000)","647","647","15","29","42","35","69","122","153","107","71","4","0","699","699","17","21","34","31","58","91","130","133","153","30","1"
"전라남도 구례군 산동면(4673037000)","1,391","1,391","29","75","85","67","107","315","361","226","114","12","0","1,476","1,476","43","73","56","56","102","226","317","257","295","51","0"
"전라남도 고흥군 (4677000000)","29,803","29,803","992","1,776","1,987","1,649","2,970","5,537","6,984","4,952","2,617","333","6","31,029","31,029","1,026","1,569","1,407","1,421","2,346","4,041","6,519","5,967","5,428","1,256","49"
"전라남도 고흥군 고흥읍(4677025000)","6,004","6,004","404","707","656","520","792","1,118","955","579","241","30","2","6,338","6,338","451","643","508","568","878","960","1,026","682","490","122","10"
"전라남도 고흥군 도양읍(4677025300)","4,611","4,611","191","332","392","293","512","916","1,002","644","300","29","0","4,788","4,788","214","304","258","307","495","721","993","868","511","112","5"
"전라남도 고흥군 도양읍소록출장소(4677025400)","272","272","13","15","1","12","17","21","29","78","69","16","1","265","265","6","15","8","15","23","12","30","61","73","21","1"
"전라남도 고흥군 도양읍시산출장소(4677025500)","98","98","0","4","7","6","17","24","22","11","7","0","0","95","95","0","6","1","2","5","16","14","19","27","5","0"
"전라남도 고흥군 풍양면(4677031000)","1,472","1,472","26","39","60","66","148","268","366","309","169","21","0","1,462","1,462","20","35","34","33","71","140","332","362","341","89","5"
"전라남도 고흥군 도덕면(4677032000)","1,376","1,376","26","43","71","61","108","260","390","254","134","29","0","1,381","1,381","23","48","61","30","67","166","282","287","329","87","1"
"전라남도 고흥군 금산면(4677033000)","2,013","2,013","39","82","106","78","171","371","513","388","236","28","1","2,079","2,079","41","67","71","54","106","252","477","512","416","82","1"
"전라남도 고흥군 도화면(4677034000)","1,797","1,797","36","61","84","90","150","334","451","358","215","18","0","1,870","1,870","45","62","77","45","83","255","425","400","376","95","7"
"전라남도 고흥군 포두면(4677035000)","2,249","2,249","36","99","119","106","196","428","563","409","259","34","0","2,399","2,399","37","84","88","62","129","320","528","545","489","115","2"
"전라남도 고흥군 봉래면(4677036000)","909","909","24","34","45","30","97","164","239","173","93","9","1","924","924","25","33","29","26","52","90","221","201","209","34","4"
"전라남도 고흥군 점암면(4677037000)","1,250","1,250","15","46","56","46","103","230","360","256","120","18","0","1,315","1,315","16","36","35","31","53","154","309","288","305","86","2"
"전라남도 고흥군 과역면(4677038000)","1,490","1,490","31","60","85","57","131","283","399","275","151","18","0","1,613","1,613","27","47","61","45","77","215","375","318","366","80","2"
"전라남도 고흥군 남양면(4677039000)","1,045","1,045","27","54","42","41","69","202","318","187","93","12","0","1,140","1,140","12","47","29","42","63","119","284","260","217","64","3"
"전라남도 고흥군 동강면(4677040000)","1,483","1,483","46","57","110","81","138","250","377","278","126","20","0","1,479","1,479","35","47","51","57","83","188","350","299","301","65","3"
"전라남도 고흥군 대서면(4677041000)","1,049","1,049","26","33","52","47","92","177","301","202","107","12","0","1,079","1,079","24","24","27","33","34","123","262","219","281","51","1"
"전라남도 고흥군 두원면(4677042000)","1,375","1,375","26","60","50","37","112","249","330","303","181","26","1","1,491","1,491","20","41","41","31","61","157","308","345","399","87","1"
"전라남도 고흥군 영남면(4677044000)","594","594","13","19","21","36","49","111","153","119","66","7","0","633","633","18","11","18","18","30","72","137","148","145","35","1"
"전라남도 고흥군 동일면(4677045000)","716","716","13","31","30","42","68","131","216","129","50","6","0","678","678","12","19","10","22","36","81","166","153","153","26","0"
"전라남도 보성군 (4678000000)","18,355","18,355","645","1,141","1,294","1,119","1,856","3,520","4,229","2,786","1,574","187","4","19,128","19,128","582","1,122","973","918","1,511","2,590","3,880","3,338","3,439","747","28"
"전라남도 보성군 보성읍(4678025000)","4,148","4,148","275","374","391","387","501","780","739","439","238","24","0","4,335","4,335","233","396","348","337","517","681","750","535","439","96","3"
"전라남도 보성군 벌교읍(4678025300)","5,329","5,329","190","367","394","278","571","1,004","1,160","863","451","48","3","5,588","5,588","166","359","279","261","462","765","1,142","1,016","915","214","9"
"전라남도 보성군 노동면(4678031000)","522","522","9","23","26","24","44","110","136","87","55","8","0","538","538","11","14","17","18","27","56","112","103","146","32","2"
"전라남도 보성군 미력면(4678032000)","662","662","14","28","43","27","54","140","193","92","67","4","0","665","665","10","19","28","33","33","89","137","127","155","33","1"
"전라남도 보성군 겸백면(4678033000)","541","541","8","23","22","21","44","115","144","91","60","13","0","546","546","9","21","21","13","33","64","93","114","147","29","2"
"전라남도 보성군 율어면(4678034000)","570","570","12","34","27","28","53","122","139","89","60","6","0","558","558","5","27","20","18","34","57","113","100","163","21","0"
"전라남도 보성군 복내면(4678035000)","730","730","9","32","36","34","57","143","211","132","65","11","0","797","797","24","29","36","26","42","87","165","145","205","37","1"
"전라남도 보성군 문덕면(4678036000)","463","463","11","20","30","20","40","106","118","71","41","6","0","454","454","11","32","19","10","27","56","102","71","100","26","0"
"전라남도 보성군 조성면(4678037000)","1,631","1,631","42","70","106","87","157","312","379","293","166","18","1","1,784","1,784","39","67","68","55","101","212","393","379","384","81","5"
"전라남도 보성군 득량면(4678038000)","1,267","1,267","19","57","61","64","121","240","347","214","124","20","0","1,298","1,298","20","54","34","44","83","158","290","259","290","62","4"
"전라남도 보성군 득량면예당출장소(4678038500)","554","554","20","40","34","42","64","88","131","92","41","2","0","578","578","11","29","28","30","43","86","123","103","103","22","0"
"전라남도 보성군 회천면(4678039000)","1,428","1,428","27","57","93","76","118","274","395","231","140","17","0","1,461","1,461","32","66","54","54","87","218","347","272","273","58","0"
"전라남도 보성군 웅치면(4678040000)","510","510","9","16","31","31","32","86","137","92","66","10","0","526","526","11","9","21","19","22","61","113","114","119","36","1"
"전라남도 화순군 (4679000000)","30,186","30,186","1,355","2,603","3,208","2,284","3,532","6,046","6,104","3,193","1,687","172","2","30,760","30,760","1,288","2,366","2,864","2,172","3,366","5,210","5,261","3,877","3,697","640","19"
"전라남도 화순군 화순읍(4679025000)","19,098","19,098","1,144","2,159","2,539","1,695","2,626","3,837","2,931","1,412","694","61","0","19,970","19,970","1,075","2,000","2,349","1,717","2,768","3,708","2,894","1,905","1,339","204","11"
"전라남도 화순군 화순읍민원출장소(4679025100)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"전라남도 화순군 한천면(4679031000)","472","472","5","19","26","27","48","89","133","85","35","5","0","426","426","10","12","19","20","24","68","82","92","90","9","0"
"전라남도 화순군 한천면영외출장소(4679031500)","192","192","0","7","5","6","19","36","56","37","26","0","0","218","218","3","2","7","2","14","24","51","49","61","5","0"
"전라남도 화순군 춘양면(4679032000)","883","883","13","34","49","37","75","163","256","151","90","14","1","830","830","10","22","41","37","31","112","169","165","198","42","3"
"전라남도 화순군 청풍면(4679033000)","494","494","6","11","20","16","35","103","154","91","51","7","0","487","487","7","10","17","11","18","65","100","88","139","32","0"
"전라남도 화순군 이양면(4679034000)","860","860","11","21","54","49","71","172","242","154","77","9","0","862","862","15","16","33","30","42","91","183","175","220","56","1"
"전라남도 화순군 능주면(4679035000)","1,456","1,456","38","96","115","90","151","268","375","207","109","6","1","1,493","1,493","48","89","98","69","123","191","340","262","224","48","1"
"전라남도 화순군 도곡면(4679036000)","1,403","1,403","39","58","99","79","138","293","373","217","94","13","0","1,354","1,354","32","51","73","80","92","205","309","204","251","55","2"
"전라남도 화순군 도암면(4679037000)","718","718","12","34","34","28","39","139","218","111","96","7","0","655","655","14","26","31","24","26","81","134","137","153","29","0"
"전라남도 화순군 이서면(4679038000)","482","482","7","14","26","28","31","96","151","80","44","5","0","449","449","8","16","17","23","18","66","108","77","101","15","0"
"전라남도 화순군 백아면(4679039500)","776","776","18","29","33","47","43","153","234","131","77","11","0","761","761","9","24","25","29","28","91","184","145","197","29","0"
"전라남도 화순군 동복면(4679040000)","724","724","8","23","44","33","55","140","222","117","75","7","0","776","776","15","22","32","15","33","108","158","153","202","38","0"
"전라남도 화순군 사평면(4679041500)","1,028","1,028","22","31","60","53","76","212","300","162","98","14","0","981","981","13","19","42","40","52","140","229","180","234","32","0"
"전라남도 화순군 동면(4679042000)","1,600","1,600","32","67","104","96","125","345","459","238","121","13","0","1,498","1,498","29","57","80","75","97","260","320","245","288","46","1"
"전라남도 장흥군 (4680000000)","17,002","17,002","719","1,227","1,389","1,197","1,911","3,258","3,583","2,288","1,287","140","3","17,727","17,727","727","1,119","1,041","1,036","1,529","2,619","3,490","2,765","2,792","595","14"
